Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Bruto;Valor m2;Valor Bruto m2;Tipo Agregado
Quitinete;Leme;0;0;0;26;1200.0;505.0;0.0;1705.0;46.15;36.94;Apartamento
Apartamento;Laranjeiras;2;0;0;67;1900.0;760.0;124.0;2784.0;28.36;98.17;Apartamento
Apartamento;Leblon;3;3;2;280;24000.0;4955.0;1180.0;30135.0;85.71;351.59;Apartamento
Apartamento;Barra da Tijuca;3;1;1;103;2600.0;1350.0;230.0;4180.0;25.24;165.61;Apartamento
Apartamento;Leblon;3;1;0;201;14000.0;6000.0;0.0;20000.0;69.65;287.15;Apartamento
Quitinete;Copacabana;1;0;0;26;1400.0;655.0;54.0;2109.0;53.85;39.16;Apartamento
Apartamento;Praça Seca;1;1;1;70;600.0;481.0;17.0;1098.0;8.57;128.12;Apartamento
Apartamento;Jacarepaguá;2;1;0;61;1700.0;550.0;130.0;2380.0;27.87;85.4;Apartamento
Casa de Condomínio;Barra da Tijuca;5;8;5;1150;60000.0;2000.0;1700.0;63700.0;52.17;1221.01;Casa
Apartamento;Ipanema;4;3;4;320;29500.0;5700.0;1500.0;36700.0;92.19;398.09;Apartamento
Apartamento;Vargem Grande;2;1;1;70;990.0;487.0;27.0;1504.0;14.14;106.36;Apartamento
Apartamento;Botafogo;1;0;0;31;1400.0;431.0;29.0;1860.0;45.16;41.19;Apartamento
Apartamento;Barra da Tijuca;2;1;1;62;2700.0;1269.0;212.0;4181.0;43.55;96.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;65;2200.0;1200.0;120.0;3520.0;33.85;103.99;Apartamento
Apartamento;Copacabana;4;2;2;354;12400.0;3825.0;1379.0;17604.0;35.03;502.54;Apartamento
Casa de Condomínio;Anil;4;3;2;400;4500.0;380.0;1200.0;6080.0;11.25;540.44;Casa
Apartamento;Ipanema;3;0;1;145;6999.0;700.0;130.0;7829.0;48.27;162.19;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;5;750;30000.0;2100.0;18000.0;50100.0;40.0;1252.5;Casa
Apartamento;São Cristóvão;1;0;0;56;850.0;450.0;15.0;1315.0;15.18;86.63;Apartamento
Apartamento;Copacabana;1;0;0;42;1800.0;1697.0;37.0;3534.0;42.86;82.45;Apartamento
Apartamento;Ipanema;2;1;0;78;3600.0;644.0;128.0;4372.0;46.15;94.73;Apartamento
Apartamento;Barra da Tijuca;3;1;1;105;3700.0;1400.0;270.0;5370.0;35.24;152.38;Apartamento
Apartamento;Flamengo;1;0;0;38;1850.0;467.0;29.0;2346.0;48.68;48.19;Apartamento
Apartamento;Lagoa;4;4;4;400;25000.0;4200.0;1500.0;30700.0;62.5;491.2;Apartamento
Apartamento;Leblon;3;2;1;156;13000.0;2800.0;0.0;15800.0;83.33;189.61;Apartamento
Apartamento;Copacabana;2;0;1;70;2200.0;578.0;95.0;2873.0;31.43;91.41;Apartamento
Apartamento;Vila Isabel;2;1;0;135;2300.0;570.0;100.0;2970.0;17.04;174.3;Apartamento
Casa de Condomínio;Guaratiba;2;1;0;50;700.0;180.0;0.0;880.0;14.0;62.86;Casa
Apartamento;Campo Grande;2;0;0;55;800.0;350.0;2.0;1152.0;14.55;79.18;Apartamento
Apartamento;Flamengo;4;1;2;190;6000.0;1700.0;420.0;8120.0;31.58;257.12;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;79;1900.0;884.0;1445.0;4229.0;24.05;175.84;Apartamento
Apartamento;Lagoa;2;1;0;80;3500.0;980.0;1300.0;5780.0;43.75;132.11;Apartamento
Apartamento;São Conrado;3;2;3;196;11500.0;2606.0;969.0;15075.0;58.67;256.95;Apartamento
Apartamento;Barra da Tijuca;1;1;1;60;1500.0;960.0;142.0;2602.0;25.0;104.08;Apartamento
Casa de Condomínio;Itanhangá;4;4;4;680;12000.0;1688.0;0.0;13688.0;17.65;775.52;Casa
Apartamento;Barra da Tijuca;3;1;3;80;2800.0;1300.0;140.0;4240.0;35.0;121.14;Apartamento
Apartamento;Copacabana;2;2;1;90;7000.0;3352.0;354.0;10706.0;77.78;137.64;Apartamento
Casa;Campo Grande;2;1;0;60;1500.0;0.0;0.0;1500.0;25.0;60.0;Casa
Apartamento;Botafogo;1;0;0;70;1800.0;650.0;70.0;2520.0;25.71;98.02;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;148;3600.0;900.0;10.0;4510.0;24.32;185.44;Apartamento
Apartamento;Copacabana;2;0;0;72;2250.0;850.0;72.0;3172.0;31.25;101.5;Apartamento
Apartamento;Copacabana;4;1;2;220;15000.0;2159.0;616.0;17775.0;68.18;260.71;Apartamento
Apartamento;Ipanema;4;1;2;210;7000.0;2900.0;717.0;10617.0;33.33;318.54;Apartamento
Apartamento;Laranjeiras;3;1;1;120;4000.0;1500.0;150.0;5650.0;33.33;169.52;Apartamento
Casa;Oswaldo Cruz;1;0;0;40;900.0;0.0;0.0;900.0;22.5;40.0;Casa
Apartamento;Vila da Penha;2;1;0;72;1250.0;220.0;0.0;1470.0;17.36;84.68;Apartamento
Apartamento;Lagoa;3;1;1;131;4300.0;1250.0;284.0;5834.0;32.82;177.76;Apartamento
Apartamento;Taquara;2;1;0;63;1100.0;481.0;0.0;1581.0;17.46;90.55;Apartamento
Apartamento;Ipanema;2;1;0;90;4000.0;1550.0;187.0;5737.0;44.44;129.1;Apartamento
Quitinete;Copacabana;0;0;0;40;1600.0;400.0;48.0;2048.0;40.0;51.2;Apartamento
Apartamento;Copacabana;3;1;0;77;3000.0;958.0;141.0;4099.0;38.96;105.21;Apartamento
Apartamento;Tijuca;4;1;1;190;2800.0;900.0;180.0;3880.0;14.74;263.23;Apartamento
Apartamento;Ipanema;3;1;1;160;8500.0;1300.0;370.0;10170.0;53.12;191.45;Apartamento
Apartamento;Recreio dos Bandeirantes;5;2;4;280;5000.0;1100.0;606.0;6706.0;17.86;375.48;Apartamento
Apartamento;Leme;3;1;1;100;6000.0;1780.0;0.0;7780.0;60.0;129.67;Apartamento
Apartamento;Riachuelo;2;1;1;84;800.0;450.0;0.0;1250.0;9.52;131.3;Apartamento
Apartamento;Urca;3;1;1;220;13000.0;2757.0;544.0;16301.0;59.09;275.87;Apartamento
Apartamento;Irajá;2;1;0;54;1400.0;370.0;0.0;1770.0;25.93;68.26;Apartamento
Apartamento;Barra da Tijuca;3;1;1;86;2000.0;759.0;0.0;2759.0;23.26;118.62;Apartamento
Apartamento;Vila Isabel;2;0;0;92;1500.0;300.0;88.0;1888.0;16.3;115.83;Apartamento
Apartamento;Copacabana;3;2;1;140;4500.0;1450.0;230.0;6180.0;32.14;192.28;Apartamento
Apartamento;Vargem Pequena;3;1;0;54;1200.0;390.0;28.0;1618.0;22.22;72.82;Apartamento
Quitinete;Copacabana;1;0;0;30;1200.0;320.0;54.0;1574.0;40.0;39.35;Apartamento
Apartamento;Barra da Tijuca;2;1;0;60;1300.0;704.0;0.0;2004.0;21.67;92.48;Apartamento
Apartamento;Ipanema;4;1;1;220;9000.0;1800.0;498.0;11298.0;40.91;276.17;Apartamento
Apartamento;Tijuca;1;1;0;68;1600.0;447.0;64.0;2111.0;23.53;89.72;Apartamento
Apartamento;Leblon;3;1;0;120;5500.0;1605.0;405.0;7510.0;45.83;163.87;Apartamento
Apartamento;Leblon;3;1;1;130;7500.0;1900.0;654.0;10054.0;57.69;174.28;Apartamento
Apartamento;Copacabana;1;0;0;38;1500.0;365.0;74.0;1939.0;39.47;49.13;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;9000.0;2433.0;807.0;12240.0;69.23;176.8;Apartamento
Apartamento;Botafogo;1;1;0;50;2600.0;660.0;107.0;3367.0;52.0;64.75;Apartamento
Apartamento;Barra da Tijuca;2;1;1;96;2500.0;1603.0;235.0;4338.0;26.04;166.59;Apartamento
Apartamento;Leblon;1;0;0;19;1450.0;502.0;0.0;1952.0;76.32;25.58;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;4000.0;2750.0;0.0;6750.0;51.28;131.63;Apartamento
Apartamento;Copacabana;5;1;3;390;10000.0;1000.0;1000.0;12000.0;25.64;468.02;Apartamento
Apartamento;Copacabana;4;1;1;220;12000.0;1500.0;515.0;14015.0;54.55;256.92;Apartamento
Apartamento;Bonsucesso;3;1;0;87;1000.0;755.0;29.0;1784.0;11.49;155.27;Apartamento
Apartamento;Ipanema;4;3;1;180;8000.0;1800.0;600.0;10400.0;44.44;234.02;Apartamento
Apartamento;Copacabana;2;0;0;56;2300.0;767.0;130.0;3197.0;41.07;77.84;Apartamento
Apartamento;Laranjeiras;2;0;0;90;2200.0;650.0;119.0;2969.0;24.44;121.48;Apartamento
Apartamento;Bangu;2;1;0;60;1000.0;200.0;0.0;1200.0;16.67;71.99;Apartamento
Apartamento;Gávea;2;1;1;68;2990.0;882.0;137.0;4009.0;43.97;91.18;Apartamento
Apartamento;Vila Isabel;2;1;0;83;1100.0;600.0;98.0;1798.0;13.25;135.7;Apartamento
Apartamento;Botafogo;2;1;2;82;4800.0;1150.0;197.0;6147.0;58.54;105.01;Apartamento
Apartamento;Lapa;1;0;0;99;1800.0;650.0;48.0;2498.0;18.18;137.4;Apartamento
Apartamento;São Conrado;3;3;1;230;10000.0;3612.0;12093.0;25705.0;43.48;591.19;Apartamento
Apartamento;Ipanema;2;0;0;60;2900.0;507.0;125.0;3532.0;48.33;73.08;Apartamento
Apartamento;Ipanema;2;1;1;80;5000.0;1230.0;260.0;6490.0;62.5;103.84;Apartamento
Apartamento;Campo Grande;2;1;0;50;700.0;300.0;0.0;1000.0;14.0;71.43;Apartamento
Apartamento;Leblon;4;2;0;167;4500.0;5000.0;750.0;10250.0;26.95;380.33;Apartamento
Apartamento;Leblon;2;1;2;93;5900.0;1240.0;320.0;7460.0;63.44;117.59;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;0;73;1250.0;788.0;0.0;2038.0;17.12;119.04;Apartamento
Apartamento;Botafogo;3;1;0;110;2500.0;1300.0;0.0;3800.0;22.73;167.18;Apartamento
Apartamento;Méier;2;1;0;60;1500.0;550.0;13.0;2063.0;25.0;82.52;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;3;160;3500.0;900.0;372.0;4772.0;21.88;218.1;Apartamento
Apartamento;Copacabana;1;0;0;57;2000.0;620.0;79.0;2699.0;35.09;76.92;Apartamento
Casa de Condomínio;Taquara;4;2;3;125;3000.0;513.0;0.0;3513.0;24.0;146.38;Casa
Apartamento;Recreio dos Bandeirantes;3;2;3;269;3700.0;767.0;6297.0;10764.0;13.75;782.84;Apartamento
Apartamento;Barra da Tijuca;4;4;2;330;7900.0;1913.0;683.0;10496.0;23.94;438.43;Apartamento
Apartamento;Copacabana;3;0;0;120;2300.0;1900.0;2362.0;6562.0;19.17;342.31;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;280;6000.0;860.0;478.0;7338.0;21.43;342.42;Casa
Apartamento;Barra da Tijuca;4;3;2;145;5000.0;1550.0;500.0;7050.0;34.48;204.47;Apartamento
Apartamento;Vila da Penha;2;0;1;100;1400.0;200.0;363.0;1963.0;14.0;140.21;Apartamento
Apartamento;Copacabana;3;0;0;120;3000.0;780.0;220.0;4000.0;25.0;160.0;Apartamento
Casa;Gávea;4;4;2;450;14000.0;0.0;7200.0;21200.0;31.11;681.45;Casa
Apartamento;Botafogo;2;1;1;80;4000.0;1.0;0.0;4001.0;50.0;80.02;Apartamento
Apartamento;Itanhangá;2;1;0;54;800.0;763.0;27.0;1590.0;14.81;107.36;Apartamento
Apartamento;Copacabana;1;0;0;41;1200.0;430.0;0.0;1630.0;29.27;55.69;Apartamento
Casa de Condomínio;Guaratiba;2;1;2;70;1600.0;0.0;0.0;1600.0;22.86;69.99;Casa
Apartamento;Centro;2;0;0;69;1600.0;352.0;438.0;2390.0;23.19;103.06;Apartamento
Apartamento;Barra da Tijuca;5;2;4;200;5890.0;2300.0;290.0;8480.0;29.45;287.95;Apartamento
Apartamento;Laranjeiras;2;0;0;54;1800.0;550.0;30.0;2380.0;33.33;71.41;Apartamento
Apartamento;Ipanema;1;1;0;51;2800.0;635.0;100.0;3535.0;54.9;64.39;Apartamento
Apartamento;Jardim Oceânico;3;2;1;170;4700.0;1500.0;500.0;6700.0;27.65;242.31;Apartamento
Apartamento;Engenho Novo;2;1;1;50;980.0;486.0;0.0;1466.0;19.6;74.8;Apartamento
Apartamento;Barra da Tijuca;4;2;4;206;6900.0;2681.0;612.0;10193.0;33.5;304.27;Apartamento
Apartamento;Recreio dos Bandeirantes;3;0;1;79;2500.0;796.0;0.0;3296.0;31.65;104.14;Apartamento
Apartamento;Barra da Tijuca;4;2;2;168;5000.0;2070.0;5100.0;12170.0;29.76;408.94;Apartamento
Apartamento;Barra da Tijuca;3;1;1;98;2400.0;1380.0;150.0;3930.0;24.49;160.47;Apartamento
Apartamento;Barra da Tijuca;2;2;2;112;4000.0;1400.0;300.0;5700.0;35.71;159.62;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;780.0;100.0;3080.0;31.43;98.0;Apartamento
Apartamento;Ipanema;3;1;1;140;7300.0;2900.0;500.0;10700.0;52.14;205.22;Apartamento
Quitinete;Gávea;1;0;1;50;1800.0;0.0;0.0;1800.0;36.0;50.0;Apartamento
Casa;Campo Grande;2;1;0;70;1000.0;0.0;0.0;1000.0;14.29;69.98;Casa
Apartamento;Leblon;2;0;0;70;3500.0;762.0;234.0;4496.0;50.0;89.92;Apartamento
Apartamento;Grajaú;2;0;0;61;1600.0;312.0;51.0;1963.0;26.23;74.84;Apartamento
Apartamento;Leblon;3;1;0;140;10000.0;2000.0;500.0;12500.0;71.43;175.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;55;2100.0;1200.0;0.0;3300.0;38.18;86.43;Apartamento
Apartamento;Lagoa;1;1;0;46;2500.0;953.0;0.0;3453.0;54.35;63.53;Apartamento
Casa de Condomínio;Barra da Tijuca;5;3;5;788;18000.0;2000.0;2100.0;22100.0;22.84;967.6;Casa
Apartamento;Barra da Tijuca;1;1;0;50;1600.0;950.0;100.0;2650.0;32.0;82.81;Apartamento
Apartamento;Catumbi;2;1;0;46;1150.0;170.0;0.0;1320.0;25.0;52.8;Apartamento
Apartamento;Laranjeiras;2;2;1;65;2448.0;1254.0;146.0;3848.0;37.66;102.18;Apartamento
Apartamento;Barra da Tijuca;2;1;1;69;2500.0;1000.0;180.0;3680.0;36.23;101.57;Apartamento
Apartamento;Leblon;3;3;2;200;10500.0;1710.0;0.0;12210.0;52.5;232.57;Apartamento
Apartamento;Barra da Tijuca;4;3;2;303;9000.0;2277.0;16910.0;28187.0;29.7;949.06;Apartamento
Apartamento;Botafogo;2;1;0;95;2500.0;870.0;0.0;3370.0;26.32;128.04;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;185;3200.0;950.0;400.0;4550.0;17.3;263.01;Apartamento
Casa;Vila Isabel;2;0;0;96;2000.0;0.0;40.0;2040.0;20.83;97.94;Casa
Quitinete;Catete;1;0;0;31;1300.0;370.0;56.0;1726.0;41.94;41.15;Apartamento
Apartamento;Ipanema;1;0;0;36;2100.0;580.0;25.0;2705.0;58.33;46.37;Apartamento
Casa de Vila;Vila Isabel;2;0;0;55;1800.0;0.0;225.0;2025.0;32.73;61.87;Casa
Apartamento;Lagoa;3;1;0;80;3000.0;720.0;190.0;3910.0;37.5;104.27;Apartamento
Apartamento;Ipanema;3;0;0;165;6900.0;3000.0;769.0;10669.0;41.82;255.12;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;4;168;4000.0;1160.0;3012.0;8172.0;23.81;343.22;Casa
Apartamento;Freguesia (Jacarepaguá);2;1;1;70;1500.0;648.0;54.0;2202.0;21.43;102.75;Apartamento
Apartamento;Barra da Tijuca;2;1;0;68;2800.0;1550.0;0.0;4350.0;41.18;105.63;Apartamento
Apartamento;Flamengo;2;1;1;90;3000.0;980.0;0.0;3980.0;33.33;119.41;Apartamento
Quitinete;Copacabana;0;1;0;33;1700.0;370.0;0.0;2070.0;51.52;40.18;Apartamento
Apartamento;Barra da Tijuca;2;0;1;100;5000.0;2400.0;6000.0;13400.0;50.0;268.0;Apartamento
Casa de Vila;Ramos;2;0;0;58;900.0;0.0;0.0;900.0;15.52;57.99;Casa
Apartamento;Barra da Tijuca;3;2;1;93;2500.0;1450.0;166.0;4116.0;26.88;153.12;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;150;2300.0;600.0;350.0;3250.0;15.33;212.0;Apartamento
Apartamento;Vila da Penha;2;0;0;60;1300.0;300.0;0.0;1600.0;21.67;73.83;Apartamento
Apartamento;Barra da Tijuca;4;3;2;245;7000.0;3500.0;700.0;11200.0;28.57;392.02;Apartamento
Apartamento;Humaitá;3;2;1;110;3500.0;1300.0;232.0;5032.0;31.82;158.14;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1000.0;34.0;6034.0;33.33;181.04;Apartamento
Apartamento;Barra da Tijuca;2;1;1;74;1900.0;1300.0;0.0;3200.0;25.68;124.61;Apartamento
Apartamento;Copacabana;2;1;1;156;12000.0;1000.0;250.0;13250.0;76.92;172.26;Apartamento
Casa;Realengo;2;0;0;80;950.0;0.0;0.0;950.0;11.88;79.97;Casa
Apartamento;Tijuca;2;0;0;65;1900.0;580.0;87.0;2567.0;29.23;87.82;Apartamento
Apartamento;Barra da Tijuca;3;2;1;180;4500.0;1450.0;490.0;6440.0;25.0;257.6;Apartamento
Apartamento;Jardim Botânico;3;2;1;130;5000.0;1200.0;330.0;6530.0;38.46;169.79;Apartamento
Apartamento;Ipanema;3;2;1;150;7000.0;2200.0;387.0;9587.0;46.67;205.42;Apartamento
Apartamento;Barra da Tijuca;4;4;4;290;16000.0;4900.0;1400.0;22300.0;55.17;404.21;Apartamento
Apartamento;Ipanema;2;1;1;142;8500.0;2600.0;430.0;11530.0;59.86;192.62;Apartamento
Apartamento;Pechincha;2;1;1;60;1000.0;480.0;0.0;1480.0;16.67;88.78;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;121;2370.0;890.0;250.0;3510.0;19.59;179.17;Apartamento
Apartamento;Copacabana;4;1;2;210;15900.0;2200.0;0.0;18100.0;75.71;239.07;Apartamento
Apartamento;Santa Teresa;2;0;0;74;1600.0;1.0;1.0;1602.0;21.62;74.1;Apartamento
Apartamento;Méier;3;1;0;85;1300.0;755.0;70.0;2125.0;15.29;138.98;Apartamento
Apartamento;Botafogo;2;0;0;60;2600.0;480.0;70.0;3150.0;43.33;72.7;Apartamento
Apartamento;Gávea;3;2;1;112;5160.0;1250.0;378.0;6788.0;46.07;147.34;Apartamento
Apartamento;Centro;1;0;0;38;900.0;223.0;15.0;1138.0;23.68;48.06;Apartamento
Apartamento;Barra da Tijuca;3;2;1;145;4000.0;2450.0;340.0;6790.0;27.59;246.1;Apartamento
Apartamento;Ipanema;4;1;1;201;20000.0;4100.0;1000.0;25100.0;99.5;252.26;Apartamento
Apartamento;Pechincha;2;2;1;110;1800.0;600.0;132.0;2532.0;16.36;154.77;Apartamento
Apartamento;Cachambi;2;0;0;42;880.0;370.0;114.0;1364.0;20.95;65.11;Apartamento
Apartamento;Ipanema;2;0;0;80;5500.0;2000.0;500.0;8000.0;68.75;116.36;Apartamento
Apartamento;Humaitá;2;1;1;96;3500.0;700.0;150.0;4350.0;36.46;119.31;Apartamento
Apartamento;Barra da Tijuca;1;2;0;68;1800.0;850.0;207.0;2857.0;26.47;107.93;Apartamento
Quitinete;Laranjeiras;1;0;0;26;700.0;450.0;0.0;1150.0;26.92;42.72;Apartamento
Apartamento;Méier;2;1;0;85;1250.0;450.0;60.0;1760.0;14.71;119.65;Apartamento
Apartamento;Barra da Tijuca;4;2;2;140;4900.0;1350.0;830.0;7080.0;35.0;202.29;Apartamento
Apartamento;Barra da Tijuca;2;2;1;104;3000.0;1875.0;560.0;5435.0;28.85;188.39;Apartamento
Apartamento;Flamengo;3;2;0;240;5500.0;1600.0;550.0;7650.0;22.92;333.77;Apartamento
Apartamento;Jardim Guanabara;1;1;1;50;1300.0;250.0;0.0;1550.0;26.0;59.62;Apartamento
Apartamento;Méier;2;1;0;66;1000.0;660.0;39.0;1699.0;15.15;112.15;Apartamento
Apartamento;Flamengo;4;0;0;150;4000.0;1240.0;212.0;5452.0;26.67;204.42;Apartamento
Apartamento;Lagoa;3;1;1;120;4300.0;750.0;380.0;5430.0;35.83;151.55;Apartamento
Apartamento;Catete;1;0;0;31;1200.0;370.0;0.0;1570.0;38.71;40.56;Apartamento
Apartamento;Méier;1;0;0;47;700.0;435.0;162.0;1297.0;14.89;87.11;Apartamento
Quitinete;Copacabana;1;0;0;40;4000.0;460.0;230.0;4690.0;100.0;46.9;Apartamento
Apartamento;Copacabana;3;0;2;145;4000.0;950.0;0.0;4950.0;27.59;179.41;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;5;600;25000.0;0.0;0.0;25000.0;41.67;599.95;Casa
Quitinete;Copacabana;1;0;0;35;2500.0;550.0;0.0;3050.0;71.43;42.7;Apartamento
Apartamento;Leblon;3;2;1;195;6400.0;1870.0;460.0;8730.0;32.82;266.0;Apartamento
Apartamento;Ipanema;1;0;0;50;3800.0;450.0;30.0;4280.0;76.0;56.32;Apartamento
Apartamento;Ipanema;4;2;4;520;22000.0;3630.0;1100.0;26730.0;42.31;631.77;Apartamento
Apartamento;Leblon;3;1;2;107;6500.0;1240.0;425.0;8165.0;60.75;134.4;Apartamento
Casa;Campo Grande;3;0;2;120;1000.0;0.0;0.0;1000.0;8.33;120.05;Casa
Apartamento;Ipanema;3;1;2;174;8500.0;2400.0;6000.0;16900.0;48.85;345.96;Apartamento
Apartamento;Botafogo;2;1;1;85;2700.0;1159.0;184.0;4043.0;31.76;127.3;Apartamento
Apartamento;Leblon;2;2;1;94;6700.0;1200.0;320.0;8220.0;71.28;115.32;Apartamento
Apartamento;Andaraí;2;2;1;103;1600.0;600.0;108.0;2308.0;15.53;148.62;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;114;2600.0;766.0;0.0;3366.0;22.81;147.57;Apartamento
Apartamento;Barra da Tijuca;4;3;3;160;8500.0;2300.0;345.0;11145.0;53.12;209.81;Apartamento
Apartamento;Botafogo;1;0;0;42;2200.0;400.0;58.0;2658.0;52.38;50.74;Apartamento
Apartamento;Barra da Tijuca;1;1;0;52;3500.0;2715.0;0.0;6215.0;67.31;92.33;Apartamento
Apartamento;Andaraí;3;0;1;97;1650.0;263.0;100.0;2013.0;17.01;118.34;Apartamento
Apartamento;Engenho Novo;1;1;1;51;850.0;509.0;17.0;1376.0;16.67;82.54;Apartamento
Apartamento;Vila Valqueire;4;1;4;240;3000.0;350.0;0.0;3350.0;12.5;268.0;Apartamento
Apartamento;Vila da Penha;3;1;1;90;2200.0;250.0;50.0;2500.0;24.44;102.29;Apartamento
Apartamento;Pechincha;2;1;0;77;1400.0;599.0;38.0;2037.0;18.18;112.05;Apartamento
Casa;Penha Circular;3;1;0;102;2100.0;0.0;1200.0;3300.0;20.59;160.27;Casa
Apartamento;Ipanema;2;1;1;130;4800.0;1300.0;389.0;6489.0;36.92;175.76;Apartamento
Apartamento;Leblon;4;3;4;256;16000.0;3500.0;600.0;20100.0;62.5;321.6;Apartamento
Apartamento;Copacabana;3;0;1;140;7800.0;1300.0;198.0;9298.0;55.71;166.9;Apartamento
Casa;Gávea;4;2;3;250;16000.0;0.0;400.0;16400.0;64.0;256.25;Casa
Apartamento;Tijuca;3;1;1;140;1800.0;1147.0;0.0;2947.0;12.86;229.16;Apartamento
Apartamento;Barra da Tijuca;3;1;0;80;1700.0;1031.0;2195.0;4926.0;21.25;231.81;Apartamento
Apartamento;Barra da Tijuca;2;2;1;113;3000.0;1920.0;610.0;5530.0;26.55;208.29;Apartamento
Apartamento;Ipanema;2;2;2;240;17000.0;2500.0;800.0;20300.0;70.83;286.6;Apartamento
Apartamento;Tijuca;3;1;0;140;2300.0;680.0;114.0;3094.0;16.43;188.31;Apartamento
Apartamento;Copacabana;2;0;0;70;2400.0;638.0;149.0;3187.0;34.29;92.94;Apartamento
Apartamento;Praça da Bandeira;3;1;0;68;1800.0;615.0;0.0;2415.0;26.47;91.24;Apartamento
Casa de Condomínio;Taquara;4;2;3;200;3000.0;300.0;0.0;3300.0;15.0;220.0;Casa
Casa de Condomínio;Barra da Tijuca;5;2;5;700;25000.0;0.0;1800.0;26800.0;35.71;750.49;Casa
Casa;Realengo;1;0;0;40;800.0;0.0;0.0;800.0;20.0;40.0;Casa
Apartamento;Ipanema;4;2;1;350;16900.0;5000.0;800.0;22700.0;48.29;470.08;Apartamento
Apartamento;Laranjeiras;3;1;0;140;3400.0;1150.0;189.0;4739.0;24.29;195.1;Apartamento
Apartamento;Ipanema;2;1;1;100;7500.0;4600.0;486.0;12586.0;75.0;167.81;Apartamento
Apartamento;Lagoa;3;2;1;120;8000.0;1660.0;383.0;10043.0;66.67;150.64;Apartamento
Casa;Freguesia (Jacarepaguá);3;2;0;213;2700.0;510.0;190.0;3400.0;12.68;268.14;Casa
Apartamento;Barra da Tijuca;2;1;1;95;2200.0;1334.0;257.0;3791.0;23.16;163.69;Apartamento
Casa de Vila;Todos os Santos;2;1;0;85;1400.0;180.0;0.0;1580.0;16.47;95.93;Casa
Apartamento;Copacabana;3;0;1;100;3000.0;950.0;2570.0;6520.0;30.0;217.33;Apartamento
Apartamento;Barra da Tijuca;4;3;2;361;8000.0;3068.0;0.0;11068.0;22.16;499.46;Apartamento
Apartamento;Grajaú;2;2;1;90;2700.0;1713.0;260.0;4673.0;30.0;155.77;Apartamento
Apartamento;São Conrado;4;3;4;530;25000.0;15330.0;0.0;40330.0;47.17;854.99;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1224.0;212.0;3936.0;31.25;125.95;Apartamento
Apartamento;Laranjeiras;2;1;0;80;2000.0;450.0;0.0;2450.0;25.0;98.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;105;2300.0;1500.0;0.0;3800.0;21.9;173.52;Apartamento
Apartamento;Botafogo;2;0;1;85;3200.0;700.0;200.0;4100.0;37.65;108.9;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;90;1950.0;715.0;154.0;2819.0;21.67;130.09;Apartamento
Apartamento;Tijuca;3;1;0;80;1900.0;700.0;60.0;2660.0;23.75;112.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;80;1900.0;650.0;137.0;2687.0;23.75;113.14;Apartamento
Apartamento;Bonsucesso;2;0;0;70;1200.0;465.0;0.0;1665.0;17.14;97.14;Apartamento
Apartamento;Barra da Tijuca;2;1;1;73;2700.0;1185.0;207.0;4092.0;36.99;110.62;Apartamento
Apartamento;Ipanema;3;1;1;160;20000.0;2400.0;661.0;23061.0;125.0;184.49;Apartamento
Apartamento;Copacabana;3;1;0;81;2500.0;1000.0;1736.0;5236.0;30.86;169.67;Apartamento
Apartamento;Barra da Tijuca;3;3;1;250;3500.0;2600.0;196.0;6296.0;14.0;449.71;Apartamento
Apartamento;Barra da Tijuca;4;3;4;230;9000.0;2750.0;600.0;12350.0;39.13;315.61;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;76;2200.0;812.0;193.0;3205.0;28.95;110.71;Apartamento
Apartamento;Méier;2;1;1;70;1300.0;280.0;0.0;1580.0;18.57;85.08;Apartamento
Casa de Condomínio;Barra da Tijuca;4;5;4;1000;28009.0;1600.0;15000.0;44609.0;28.01;1592.61;Casa
Apartamento;Jacarepaguá;2;1;1;65;1800.0;428.0;0.0;2228.0;27.69;80.46;Apartamento
Apartamento;Ipanema;2;1;0;75;3300.0;1000.0;195.0;4495.0;44.0;102.16;Apartamento
